序号,系统编码,标签版本,是否当前版本,适用文书类型,医院,所属标签包,标签名称,标签CODE,定义/描述,标签英文名,其他名称,来源,来源版本,来源编码,标准名称,标准类型,CDE编号,CDE来源,CReDEs-数据项,CReDEs-值域描述,原映射编码,CReDEs_限定范围,CReDEs_限定范围(英文),CReDEs_值域描述,CReDEs_值域描述(英文),数据类型,文本-长度,数字-长度,数字-精度,数字-单位,日期/时间,枚举-可选内容,枚举-是否多选,,,,
1496,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000510.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_膈下积液,,SI1122486,,,,,枚举,,,,,,0=无;1=有,否,,,,
1500,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000502.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肝脓肿,,SI1122478,,,,,枚举,,,,,,0=无;1=有,否,,,,
1504,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000488.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_心功能不全,,SI1122464,,,,,枚举,,,,,,0=无;1=有,否,,,,
1508,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.00.0000236.01.01,UDE,食管胃底静脉曲张标志,,SI1117087,,,,,布尔,,,,,,,,,,,
1517,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000512.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肾衰,,SI1122488,,,,,枚举,,,,,,0=无;1=有,否,,,,
1521,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000508.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_胃肠出血,,SI1122484,,,,,枚举,,,,,,0=无;1=有,否,,,,
1525,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000501.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_腹腔内脓肿(不含肝脓肿),,SI1122477,,,,,枚举,,,,,,0=无;1=有,否,,,,
1529,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000514.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_胆汁漏,,SI1122490,,,,,枚举,,,,,,0=无;1=有,否,,,,
1533,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000344.01.01,东肝,肝静脉癌栓部位,,SI1114768,,,,,枚举,,,,,,0=无;1=左支;2=右支;3=主干,否,,,,
1540,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000347.01.01,东肝,腔静脉癌栓,,SI1114771,,,,,枚举,,,,,,0=无;1=有,否,,,,
1544,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000493.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_泌尿系统感染,,SI1122469,,,,,枚举,,,,,,0=无;1=有,否,,,,
1548,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000509.01.01,上海东方肝胆医院院级临床研究数据集,术后并发症_肺不张,,SI1122485,,,,,枚举,,,,,,0=无;1=有,否,,,,
1552,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.03.04.0000023.01.01,卫健委,既往疾病诊断名称代码,卫生服务对象既往所患疾病所属特定分类体系中的类别代码,SI1102446,,,WS364.4表5CV02.10.005既往患病种类代码表,,枚举,,,,,,无;高血压;糖尿病;冠心病;慢性阻塞性肺疾病;恶性肿瘤;脑卒中;重性精神疾病;结核病;肝脏疾病;先天畸形;职业病;肾脏疾病;贫血;其他法定传染病;其他,否,,,,
1560,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.03.04.0000058.01.01,中山七院,其它肿瘤病史,,SI1107161,,,,,文本,100,,,,,,,,,,
1561,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.10.00.0000195.01.01,卫健委,肿瘤患者转移标志,标识是否发生肿瘤病灶转移,SI1103478,,,,,布尔,,,,,,,,,,,
1562,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000362.01.01,东肝,肝性脑病,,SI1114786,,,,,枚举,,,,,,0=无;1=过去曾有;2=已纠正;3=未纠正;4=不详,否,,,,
1568,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000363.01.01,东肝,肝硬化史,,SI1114787,,,,,枚举,,,,,,0=无;1=有,否,,,,
1571,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000483.01.01,UDE,血液系统疾病/淋巴瘤疾病标志,,SI1121774,,,,,布尔,,,,,,,,,,,
1574,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000399.01.01,东肝,胆系疾病史名称,,SI1114823,,,,,文本,100,,,,,,,,,,
1577,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000375.01.01,东肝,上消化道出血,,SI1114799,,,,,枚举,,,,,,0=无;1=曾有;2=活动性,否,,,,
1580,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000401.01.01,东肝,有无其他器质性疾病,,SI1114825,,,,,布尔,,,,,,,,,,,
1584,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000400.01.01,东肝,其他器质性疾病名称,,SI1114824,,,,,文本,20,,,,,,,,,,
1589,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.03.09.0000036.01.01,上海东方肝胆医院院级临床研究数据集,糖尿病史,,SI1121943,,,,,枚举,,,,,,0=无;1=有,否,,,,
1592,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.09.00.0000489.01.01,上海东方肝胆医院院级临床研究数据集,术前诊断为肝内胆管癌,,SI1122465,,,,,枚举,,,,,,1=是;0=否,否,,,,
1595,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000365.01.01,东肝,肝炎史,,SI1114789,,,,,枚举,,,,,,0=无;1=乙肝;2=丙肝;3=乙肝和丙肝混合,否,,,,
1598,LI0000205,498c621a5a324c6d7108fdc699043f81876fdd6b907c7d358d559c90a0f0afce,Yes,手术记录,"东肝,九院",健康问题与诊断,转移部位,MET_SITES,描述转移的具体部位，如膈肌，肝周韧带，大网膜，肾上腺，脾脏，或广泛转移,Metastasis Sites,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000419.01.01,东肝,腹腔内转移情况其他,,SI1114843,,,,,文本,200,,,,,,,,,,
1601,LI0000205,498c621a5a324c6d7108fdc699043f81876fdd6b907c7d358d559c90a0f0afce,Yes,手术记录,"东肝,九院",健康问题与诊断,转移部位,MET_SITES,描述转移的具体部位，如膈肌，肝周韧带，大网膜，肾上腺，脾脏，或广泛转移,Metastasis Sites,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.14.0000143.01.01,中山七院,受累及系统,,SI1106342,,,,,文本,100,,,,,,,,,,
1602,LI0000205,498c621a5a324c6d7108fdc699043f81876fdd6b907c7d358d559c90a0f0afce,Yes,手术记录,"东肝,九院",健康问题与诊断,转移部位,MET_SITES,描述转移的具体部位，如膈肌，肝周韧带，大网膜，肾上腺，脾脏，或广泛转移,Metastasis Sites,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000418.01.01,东肝,腹腔内转移情况,,SI1114842,,,,,枚举,,,,,,0=无;1=膈肌;2=肝周韧带;3=大网膜;4=肾上腺;5=脾脏;6=广泛转移,否,,,,
1608,LI0000207,3cd57af25dd7e140ce74a6c30589a42d80700839ec50475ced140066fd533738,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,转移标志,MET_IND,标识肿瘤是否存在转移,Metastasis Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000418.01.01,东肝,腹腔内转移情况,,SI1114842,,,,,枚举,,,,,,0=无;1=膈肌;2=肝周韧带;3=大网膜;4=肾上腺;5=脾脏;6=广泛转移,否,,,,
1612,LI0000207,3cd57af25dd7e140ce74a6c30589a42d80700839ec50475ced140066fd533738,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,转移标志,MET_IND,标识肿瘤是否存在转移,Metastasis Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.14.0000143.01.01,中山七院,受累及系统,,SI1106342,,,,,文本,100,,,,,,,,,,
1613,LI0000207,3cd57af25dd7e140ce74a6c30589a42d80700839ec50475ced140066fd533738,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,转移标志,MET_IND,标识肿瘤是否存在转移,Metastasis Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000419.01.01,东肝,腹腔内转移情况其他,,SI1114843,,,,,文本,200,,,,,,,,,,
1616,LI0000208,e70dca850e0c5e72237a95d06794f08326ed54f5c03b6e98587c216cb8faca9e,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯标志,INV_IND,标识肿瘤是否侵犯周围组织或器官,Invasion Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.14.0000143.01.01,中山七院,受累及系统,,SI1106342,,,,,文本,100,,,,,,,,,,
1619,LI0000208,e70dca850e0c5e72237a95d06794f08326ed54f5c03b6e98587c216cb8faca9e,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯标志,INV_IND,标识肿瘤是否侵犯周围组织或器官,Invasion Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000420.01.01,东肝,肝门部侵犯,,SI1114844,,,,,枚举,,,,,,0=无;1=有,否,,,,
1623,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000450.01.01,东肝,术后病理_包膜侵犯,,SI1114875,,,,,枚举,,,,,,0=无;1=有;2=未描述,否,,,,
1627,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000505.01.01,东肝,门静脉血管侵犯分支,,SI1114930,,,,,枚举,,,,,,0=无;2=左支;3=右支;4=主干,否,,,,
1629,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.04.0000449.01.01,东肝,肉眼癌栓标志,标识肉眼可见是否有癌栓的标志,SI1110657,,,,,枚举,,,,,,1=是;0=否,否,,,,
1633,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000485.01.01,东肝,术后病理_神经侵犯,,SI1114910,,,,,文本,200,,,,,,,,,,
1638,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000502.01.01,东肝,是否胆管侵犯,,SI1114927,,,,,枚举,,,,,,0=无;1=有,否,,,,
1640,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.10.00.0000957.01.01,九院;东肝,血管侵犯,,SI1112467,,,,,枚举,,,,,,0=否;1=是,否,,,,
1644,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000420.01.01,东肝,肝门部侵犯,,SI1114844,,,,,枚举,,,,,,0=无;1=有,否,,,,
1648,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.14.0000143.01.01,中山七院,受累及系统,,SI1106342,,,,,文本,100,,,,,,,,,,
1649,LI0000209,389cb17606c51c4f866d32b3f9233c373fbb999087a0d933b1bbe7dd87629ce9,Yes,"影像检查,专科检查,物理检查,病理,病理诊断,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯部位/类型,INV_SITES,侵犯发生于神经、胆管、血管或者包膜的情况或者侵犯的具体部位，如“肝门”、“膈肌”、“胆囊”、“血管”等。,Invasion Sites,"侵犯情况,累及部位,侵犯类型",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000507.01.01,东肝,肉眼可见血管侵犯部位,,SI1114932,,,,,文本,200,,,,,,,,,,
1652,LI0000213,d2c1a40918a8fe5f45449785453f42baef33889b60d26bc4c7f7fcfa8bfa77b9,Yes,"入院记录,个人史,现病史,既往史","东肝,胸科",个人基本信息,饮酒时长,ALCOHOL_DURA,个人持续饮酒的时间长度，通常以年为单位计算。,Duration of Alcohol Consumption,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.04.04.0000010.01.01,卫健委;东肝,饮酒时长（年）,饮酒的累积时间长度，计量单位为年,SI1109105,,,,,文本,20,,,,,,,,,,
